17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Farming-fishing
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Handlers-cleaners
17,3~6,Never-married,White,Male,Adm-clerical
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Prof-specialty
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Tech-support
17,3~6,Never-married,White,Male,Farming-fishing
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Farming-fishing
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Craft-repair
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Farming-fishing
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Craft-repair
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Transport-moving
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Handlers-cleaners
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Handlers-cleaners
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Craft-repair
17,3~6,Never-married,White,Male,Craft-repair
17,3~6,Never-married,White,Male,Handlers-cleaners
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Handlers-cleaners
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Machine-op-inspct
17,3~6,Never-married,White,Male,Priv-house-serv
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Handlers-cleaners
17,3~6,Never-married,White,Male,Sales
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Handlers-cleaners
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Handlers-cleaners
17,3~6,Never-married,White,Male,Priv-house-serv
17,3~6,Never-married,White,Male,Other-service
17,3~6,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Farming-fishing
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Adm-clerical
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Craft-repair
17,7,Never-married,White,Male,Craft-repair
17,7,Never-married,White,Male,Prof-specialty
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Farming-fishing
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Farming-fishing
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Transport-moving
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Craft-repair
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Craft-repair
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Adm-clerical
17,7,Never-married,White,Male,Craft-repair
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Adm-clerical
17,7,Never-married,White,Male,Prof-specialty
17,7,Never-married,White,Male,Protective-serv
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Other-service
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Craft-repair
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Craft-repair
17,7,Never-married,White,Male,Sales
17,7,Never-married,White,Male,Handlers-cleaners
17,7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Adm-clerical
18,3~7,Never-married,White,Male,Craft-repair
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Sales
18,3~7,Never-married,White,Male,Sales
18,3~7,Never-married,White,Male,Machine-op-inspct
18,3~7,Never-married,White,Male,Exec-managerial
18,3~7,Never-married,White,Male,Craft-repair
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Sales
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Farming-fishing
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Farming-fishing
18,3~7,Never-married,White,Male,Sales
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Machine-op-inspct
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Transport-moving
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Transport-moving
18,3~7,Never-married,White,Male,Machine-op-inspct
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Craft-repair
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Craft-repair
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Machine-op-inspct
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Sales
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Sales
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Farming-fishing
18,3~7,Never-married,White,Male,Handlers-cleaners
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Protective-serv
18,3~7,Never-married,White,Male,Other-service
18,3~7,Never-married,White,Male,Farming-fishing
18,3~7,Never-married,White,Male,Craft-repair
18,3~7,Never-married,White,Male,Prof-specialty
18,3~7,Never-married,White,Male,Handlers-cleaners
